Title,Company,Experience,Salary,Location,Posted_days_ago,Applications,Employment Type,Role,Education,B.Tech/B.E,B.Sc,BCA,M.Tech,MBA,MCA,M.Sc,Ph.D,Database,Testing,Programming,Web Development,Cloud Computing,Data-Driven Technologies,Project Management & DevOps,Analysis & BI,Mobile Development,Cybersecurity & API Management,Containers & Orchestration
ms technical specialist - windows and vmware,ntt data,expereince,not disclosed,chenani,12.0,253.0, full time,technical lead,ug,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
senior engineer consultant,verizon,expereince,not disclosed,hyderabad,15.0,153.0, full time,site reliability engineer,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
data engineer: data platforms-google,ibm,expereince,not disclosed,chennai,15.0,33.0, full time,data platform engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0
software developer,ibm,expereince,not disclosed,bengaluru,15.0,473.0, full time,software developer in test (sdet),both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
application lead,accenture,expereince,not disclosed,pune,15.0,10.0, full time,technical lead,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
"sr. product manager, partner integrations",cdk global,expereince,not disclosed,pune,15.0,338.0, full time,product manager - pharma,both,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
cisco sse consultant / architect,wipro,expereince,not disclosed,pune,15.0,117.0, full time,technical architect,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
application architect: customer & experience transformation,ibm,expereince,not disclosed,mysuru,15.0,44.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
senior ml developer | 5-9 years | chennai,soft suave,expereince,not disclosed,chennai,15.0,172.0, full time,software development - other,both,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
sr. gen ai engineer // 9yrs plus // bangalore,2coms,expereince,not disclosed,bengaluru,15.0,30.0, full time,data platform engineer,ug,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
aid manager || mnc (permanent opportunity) || kolkata,digital aptech,expereince,25-35,kolkata,15.0,291.0, full time,manager - machine learning,both,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
software engineer ( c| networking | tcp/ip |cloud security),zscaler softech,expereince,not disclosed,bengaluru,15.0,1057.0, full time,site reliability engineer,ug,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
manager it -cloud administrator,bob card,expereince,not disclosed,goregaon,9.0,34.0, full time,cloud system administration,both,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
human resources data engineer,axa xl,expereince,not disclosed,gurugram,11.0,892.0, full time,data engineer,both,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0
cloud security engineer-immediate joiner only-navi mumbai,happiest minds technologies,expereince,not disclosed,mumbai,8.0,735.0, full time,it & information security - other,ug,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sr. full stack developer,mobile programming,expereince,not disclosed,mohali,30.0,275.0, full time,back end developer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0
full stack developer,netlink software,freshers,not disclosed,kolkata,24.0,36357.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
aws full stack developer - ai saas products,expedite commerce,expereince,not disclosed,kolkata,30.0,87.0, full time,software development - other,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
.net full stack developer with angular & any cloud experience,zensar,expereince,22.5-27.5,pune,28.0,359.0, full time,full stack developer,both,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
full stack developer,gcs,expereince,not disclosed,bengaluru,8.0,66.0, full time,full stack developer,ug,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
full stack developer (node & react & aws),impetus consultants,expereince,15-27.5,pune,8.0,175.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
mern - mean - full stack developer,resources valley,expereince,not disclosed,ajmer,9.0,547.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
full stack developer (java+react),coders brain,expereince,not disclosed,kolkata,30.0,43.0, full time,software development - other,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
full stack developer ( react+nodejs),suzuki digital,expereince,not disclosed,gurugram,30.0,256.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
full stack developer + react,krazy mantra group of companies,expereince,not disclosed,pune,17.0,47.0, full time,software development - other,both,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
full stack developer,fractal analytics,expereince,not disclosed,mumbai,18.0,319.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
full stack developer,basic search consultancy,expereince,20-35,hiring office located in bengaluru,18.0,5363.0, full time,full stack developer,ug,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1
full stack developer,india health link,expereince,not disclosed,bengaluru,19.0,654.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1
full stack developer,dexter tech labs,expereince,not disclosed,kolkata,30.0,3046.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,yatiken software solutions,expereince,not disclosed,kolkata,30.0,2177.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
.net full stack developer,leading client,expereince,not disclosed,karnataka,22.0,31.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack aws developer,cahead digital,expereince,not disclosed,hyderabad,22.0,60.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full stack developer,g3 tech business,freshers,not disclosed,hyderabad,19.0,32.0, full time,it infrastructure services - other,ug,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
full stack developer,keen infocomm,expereince,"80,000-1.25",hiring office located in mohali,25.0,44.0, part time,full stack developer,ug,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
aws fullstack developer for pune location,billennium,expereince,not disclosed,pune,30.0,71.0, full time,full stack developer,ug,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
full stack developer,gigaswar technologies,expereince,7-15,hiring office located in noida,30.0,4065.0, full time,full stack developer,ug,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0
full stack developer,kivi-tronics consulting llp,expereince,not disclosed,chennai,30.0,217.0, full time,full stack developer,ug,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
fullstack developer,carrierin services,expereince,not disclosed,bengaluru,30.0,102.0, full time,technical architect,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
fullstack developer,recruitment smart technologies india private limited,expereince,not disclosed,ahmedabad,30.0,18.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
shopify full stack developer,royal cyber,expereince,not disclosed,hiring office located in bengaluru,16.0,269.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
full stack developer,live eye surveillance,expereince,not disclosed,karnal,17.0,36.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
full stack developer,sadup soft,expereince,not disclosed,chennai,17.0,53.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
full stack developer,fractal analytics,expereince,not disclosed,bengaluru,18.0,571.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
full stack developer,moshi moshi,expereince,not disclosed,bengaluru,18.0,490.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer backend architecture,leading client,expereince,not disclosed,pune,19.0,69.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
full stack developer-travel industry,india health link,expereince,not disclosed,bengaluru,19.0,81.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
full stack developer,ardent privacy,expereince,15-20,pune,19.0,173.0, full time,full stack developer,both,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
full stack developer,svapps,expereince,not disclosed,warangal,30.0,291.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
fullstack developer,kavya management services,expereince,not disclosed,noida,30.0,685.0, full time,full stack developer,both,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
full stack developer,persistent,expereince,not disclosed,hyderabad,5.0,70.0, full time,search engineer,ug,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
full stack developer,persistent,expereince,not disclosed,bengaluru,5.0,61.0, full time,search engineer,ug,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
full stack developer,solvios technology,expereince,not disclosed,ahmedabad,30.0,10.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
full stack developers,disha consultant,expereince,not disclosed,pune,30.0,300.0, full time,back end developer,both,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
full stack developer-jagmohan-mtsl,leading client,expereince,not disclosed,noida,22.0,345.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
full stack developer,persistent,expereince,not disclosed,pune,5.0,128.0, full time,search engineer,ug,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
full-stack developer,leading client,expereince,not disclosed,bengaluru,23.0,104.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0
senior fullstack developer / engineer,sony,expereince,not disclosed,bengaluru,30.0,436.0, full time,back end developer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
senior fullstack developer / engineer,sony corporation of america,expereince,not disclosed,bengaluru,30.0,22.0, full time,back end developer,both,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
full stack developer - angular +.net + sql +third party api in erp saas,jtsi technologies india private limiited,expereince,not disclosed,kochi,24.0,69.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
full stack developer,leading client,expereince,not disclosed,gurugram,26.0,463.0, full time,full stack developer,both,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1
full stack developer (react with node),programming.com,expereince,not disclosed,bengaluru,30.0,176.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
aws full stack developer,programming.com,expereince,not disclosed,hyderabad,30.0,10.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
full stack developer,amk technology,expereince,not disclosed,bengaluru,30.0,33.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
font end developer / full stack developer,uei electronics,expereince,not disclosed,bengaluru,29.0,113.0, full time,full stack developer,both,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
full stack developer,diverse lynx,expereince,not disclosed,pune,30.0,115.0, full time,back end developer,both,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full stack developer,dataflow,expereince,not disclosed,noida,30.0,211.0, full time,full stack developer,ug,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full stack developer,innovation incubator advisory,expereince,not disclosed,thiruvananthapuram,30.0,57.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0
full stack developer - .net and angular,a leading software product development c...,expereince,not disclosed,bengaluru,30.0,411.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
full stack developer (laravel) - remote,transform to it,expereince,not disclosed,hiring office located in hyderabad,24.0,809.0, full time,full stack developer,ug,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0
full stack developer,hnm sourcing,expereince,not disclosed,bengaluru,30.0,25.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,stupa sports analytics,expereince,not disclosed,gurugram,30.0,468.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,ibs software services,expereince,not disclosed,kochi,30.0,223.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,webearl technologies,freshers,not disclosed,ahmedabad,30.0,1158.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,growth jockey,expereince,not disclosed,gurugram,30.0,1080.0, full time,software development - other,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
full stack developer,growth jockey,expereince,not disclosed,gurugram,30.0,138.0, full time,software development - other,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
full stack developer,tata classedge,expereince,not disclosed,mumbai,30.0,72.0, full time,software development - other,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
full-stack developer,roxiler systems,expereince,not disclosed,pune,30.0,275.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
aws full stack developer,marg erp,expereince,not disclosed,hyderabad,30.0,23.0, full time,software development - other,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
fullstack developers,radicalrack technologies,expereince,not disclosed,ahmedabad,30.0,264.0, full time,back end developer,both,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
full stack developer,purplefront technologies,expereince,not disclosed,bengaluru,30.0,357.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
full stack developer,raghuvartech,expereince,not disclosed,ranchi,30.0,141.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
fullstack lead developer,digital convergence technologies,expereince,not disclosed,pune,30.0,10.0, full time,software development - other,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
full-stack developer saas,lyssin inc,expereince,not disclosed,chennai,30.0,33.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
full-stack developer saas,lyssin inc,expereince,not disclosed,bengaluru,30.0,52.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
full stack developer,forematic techneow solution,expereince,not disclosed,bengaluru,30.0,219.0, full time,back end developer,both,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
full stack developer,codifly it solutions,expereince,not disclosed,jaipur,30.0,141.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
node full stack developer,wissda consulting,expereince,not disclosed,bengaluru,30.0,170.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,minivet system,expereince,not disclosed,kolkata,30.0,264.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack js developer,finanshels,expereince,not disclosed,ahmedabad,30.0,111.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
aws full stack developer,axcess tech systems india,expereince,not disclosed,bengaluru,30.0,10.0, full time,technical architect,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
aws full stack developer,pradeepit consulting services,expereince,not disclosed,bengaluru,30.0,10.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0
full stack developer,adzcompass,expereince,not disclosed,chennai,30.0,30.0, full time,back end developer,both,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
full stack developer,qogent learning solutions,freshers,not disclosed,hubli,30.0,2452.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,rockers technology,expereince,not disclosed,vadodara,30.0,82.0, full time,back end developer,both,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full stack developer,capgemini,expereince,not disclosed,bengaluru,16.0,67.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
urgent req: ruby full stack developer,shell infotech pvt ltd,expereince,not disclosed,hyderabad,16.0,56.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
full stack developer,simply vyapar apps,expereince,not disclosed,bengaluru,30.0,135.0, full time,back end developer,both,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
aws full stack developer,artiscien software solutions,expereince,not disclosed,bengaluru,30.0,46.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,indika ai,expereince,not disclosed,mumbai,30.0,1991.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack develope,leading client,expereince,not disclosed,uttar pradesh,17.0,140.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1
full stack developer,spinta digital,expereince,not disclosed,chennai,30.0,686.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer ( node and react ),enqos software technologies,expereince,not disclosed,chennai,30.0,62.0, full time,technical architect,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
full - stack developer,inteligenai,expereince,not disclosed,gurugram,30.0,363.0, full time,software development - other,both,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0
full stack developer,pisoft informatics,expereince,not disclosed,mohali,30.0,741.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
full stack developer for top mnc,lrr technologies,expereince,17-22.5,hyderabad,5.0,37.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
full stack developer,sith-solutions for it,expereince,not disclosed,mumbai,30.0,144.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,vmeasure automated parcel dimensioning,expereince,not disclosed,chennai,30.0,241.0, full time,full stack developer,both,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0
full stack developer,ibm,expereince,not disclosed,bengaluru,18.0,146.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
full stack developer,ttand technology llp,expereince,7-16,bengaluru,18.0,3060.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
full stack developer,intentico,expereince,not disclosed,bengaluru,30.0,140.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
iot full stack developer,"softura, inc.",expereince,not disclosed,chennai,30.0,306.0, full time,back end developer,both,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
full stack developer,rle international,expereince,not disclosed,bengaluru,19.0,73.0, full time,full stack developer,ug,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
full stack developer,crazywebdev technologies,expereince,not disclosed,jhansi,30.0,203.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,yugamjteam technologies,expereince,not disclosed,bengaluru,30.0,735.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,fusion plus solutions,expereince,not disclosed,hyderabad,30.0,844.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer - product engineering,terapact,expereince,not disclosed,bengaluru,30.0,303.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,einsicht technologies,expereince,not disclosed,amod,30.0,178.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,evieka marcomm technologies,expereince,not disclosed,bengaluru,22.0,97.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
full stack developer,jk technology services,expereince,not disclosed,bengaluru,30.0,621.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0
full stack developer,cloudsmartz,expereince,not disclosed,mohali,30.0,103.0, full time,back end developer,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0
full stack developer,claymind solutions,expereince,not disclosed,kolkata,30.0,108.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,comgen india software solutions india,expereince,not disclosed,coimbatore,30.0,246.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,dos infotech,expereince,not disclosed,kolkata,30.0,229.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
full stack developer,acme hr consulting,expereince,not disclosed,chennai,30.0,18.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0
django/react full stack developer/ bengaluru,fusion plus solutions,expereince,not disclosed,hyderabad,30.0,10.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0
full stack developer (react + node),cloud analogy,expereince,not disclosed,noida,25.0,216.0, full time,full stack developer,both,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
full stack developer,tata classedge,expereince,not disclosed,mumbai,30.0,99.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
full stack developer,highpoints technologies india,expereince,not disclosed,hyderabad,30.0,10.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0
full stack developer,siemens,expereince,not disclosed,bengaluru,26.0,102.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
full stack developer,xoxotails,expereince,not disclosed,noida,30.0,594.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,aujas cybersecurity an nseit company,expereince,not disclosed,bengaluru,30.0,148.0, full time,back end developer,both,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
full-stack developer - frontend focus,systems plus solutions pvt ltd,expereince,not disclosed,pune,30.0,175.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
ava full stack developers,fusion plus solutions,expereince,not disclosed,hyderabad,30.0,694.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
full stack developer,appriffy-digital it hub,expereince,not disclosed,bengaluru,30.0,15.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
full stack developer,education / training,expereince,not disclosed,noida,28.0,694.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
full stack developer,san creative solutions,expereince,not disclosed,patna,30.0,99.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,gazing technosoft,expereince,not disclosed,noida,30.0,1064.0, full time,software development - other,both,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
full stack developer,ai4bhrat,expereince,not disclosed,chennai,29.0,234.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
full stack js developer,signitives,expereince,not disclosed,hyderabad,30.0,505.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,ecorptrainings,expereince,not disclosed,bengaluru,30.0,26.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,virtuora technologies & services,expereince,not disclosed,raipur,30.0,184.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,talent toppers,expereince,not disclosed,pune,30.0,33.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
full-stack developer (integration),sawo labs,expereince,not disclosed,mumbai,30.0,30.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,fusion plus solutions,expereince,not disclosed,hyderabad,30.0,15.0, full time,full stack developer,both,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0
full stack developer,thoughtpearl software,expereince,not disclosed,jaipur,30.0,118.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack app developer,butter paper marketing & consultants,expereince,not disclosed,gurugram,30.0,182.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
full stack developer,ayodhya webosoft,freshers,unpaid,bhilai,30.0,733.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
"full stack developer (frontend - reactjs, backend - django)",evol technobits digital,expereince,not disclosed,vadodara,30.0,304.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0
full stack developer,valorous technologies,expereince,not disclosed,pune,30.0,63.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full-stack developer,artificial learning systems,expereince,not disclosed,kolkata,30.0,132.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
full stack developer - java8 / spring boot / kafka,knowledge capital services,expereince,not disclosed,hyderabad,30.0,736.0, full time,cto,both,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0
full stack developer,streetgains,freshers,not disclosed,bengaluru,30.0,670.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
full stack developer (react with node),marg erp,expereince,not disclosed,bengaluru,30.0,302.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
full stack developer,nanlogical consultancy services,expereince,not disclosed,chennai,30.0,623.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,girme softtech,freshers,not disclosed,pune,30.0,3742.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,megmo,expereince,not disclosed,mumbai,30.0,567.0, full time,software development - other,both,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
full stack developer,disha consultant,expereince,not disclosed,jaipur,30.0,22.0, full time,back end developer,both,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
rust developer- bangalore and pune,accion labs,expereince,30-35,pune,10.0,38.0, full time,back end developer,ug,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
